battery_id,framework_formula,graph_file,status,num_atoms,num_edges
BAT_00015,Al3Cr3(SbO8)2,BAT_00015.pt,existing,24,1160
BAT_00017,Al2FeO6,BAT_00017.pt,existing,9,436
BAT_00020,AlVO4,BAT_00020.pt,existing,36,1580
BAT_00022,MnBAsO7,BAT_00022.pt,existing,20,692
BAT_00023,FeBAsO7,BAT_00023.pt,existing,20,640
BAT_00025,CrAsCO7,BAT_00025.pt,existing,20,684
BAT_00027,FeAsCO7,BAT_00027.pt,existing,20,632
BAT_00028,MnAsCO7,BAT_00028.pt,existing,20,664
BAT_00029,VAsCO7,BAT_00029.pt,existing,40,1254
BAT_00030,CoAsO4,BAT_00030.pt,existing,24,928
BAT_00031,FeAs2O7,BAT_00031.pt,existing,10,390
BAT_00033,Fe2(AsO4)3,BAT_00033.pt,existing,68,2408
BAT_00037,NiAsO4,BAT_00037.pt,existing,24,992
BAT_00038,MnAsO4,BAT_00038.pt,existing,24,848
BAT_00039,VAs2O9,BAT_00039.pt,existing,48,1416
BAT_00040,VAsO5,BAT_00040.pt,existing,28,1040
BAT_00048,CrB3(HO3)3,BAT_00048.pt,existing,128,5344
BAT_00051,CoBO3,BAT_00051.pt,existing,20,808
BAT_00052,Mn2Fe(BO3)4,BAT_00052.pt,existing,38,1472
BAT_00053,Cr(BO3)2,BAT_00053.pt,existing,36,1390
BAT_00055,FeBO3,BAT_00055.pt,existing,40,1528
BAT_00056,FeBO3,BAT_00056.pt,existing,20,778
BAT_00058,FeBO3,BAT_00058.pt,existing,40,1540
BAT_00059,FeBO3,BAT_00059.pt,existing,40,1532
BAT_00060,FeBO3,BAT_00060.pt,existing,40,1552
BAT_00061,FeBO3,BAT_00061.pt,existing,40,1542
BAT_00062,FeBO4,BAT_00062.pt,existing,24,776
BAT_00063,Fe(BO3)2,BAT_00063.pt,existing,36,1284
BAT_00064,Fe3(BO3)4,BAT_00064.pt,existing,38,1460
BAT_00065,FeBPO7,BAT_00065.pt,existing,20,740
BAT_00067,MnBO3,BAT_00067.pt,existing,20,748
BAT_00069,MnBO3,BAT_00069.pt,existing,15,588
BAT_00070,MnBO3,BAT_00070.pt,existing,20,744
BAT_00071,MnBO3,BAT_00071.pt,existing,20,744
BAT_00072,MnBO3,BAT_00072.pt,existing,20,772
BAT_00073,MnBO3,BAT_00073.pt,existing,30,1140
BAT_00074,MnBO3,BAT_00074.pt,existing,30,1136
BAT_00075,Mn3(BO3)4,BAT_00075.pt,existing,38,1460
BAT_00077,MnBO3,BAT_00077.pt,existing,20,760
BAT_00078,MnBO3,BAT_00078.pt,existing,30,1136
BAT_00079,MnBO3,BAT_00079.pt,existing,40,1556
BAT_00080,MnBO3,BAT_00080.pt,existing,40,1530
BAT_00081,Mn(BO3)2,BAT_00081.pt,existing,36,1436
BAT_00082,MnBO3,BAT_00082.pt,existing,40,1534
BAT_00083,MnBO3,BAT_00083.pt,existing,30,1150
BAT_00085,MnBO3,BAT_00085.pt,existing,60,2320
BAT_00086,MnBO3,BAT_00086.pt,existing,40,1518
BAT_00088,MnBO3,BAT_00088.pt,existing,60,2352
BAT_00089,MnBO3,BAT_00089.pt,existing,60,2332
BAT_00090,MnBO3,BAT_00090.pt,existing,40,1490
BAT_00091,MnBO3,BAT_00091.pt,existing,30,1142
BAT_00092,MnBO3,BAT_00092.pt,existing,30,1128
BAT_00093,MnBO3,BAT_00093.pt,existing,30,1144
BAT_00094,MnBO3,BAT_00094.pt,existing,20,752
BAT_00095,MnBO3,BAT_00095.pt,existing,30,1142
BAT_00097,MnBO3,BAT_00097.pt,existing,30,1136
BAT_00099,MnBO3,BAT_00099.pt,existing,40,1494
BAT_00100,MnBO3,BAT_00100.pt,existing,30,1138
BAT_00101,MnBO3,BAT_00101.pt,existing,40,1540
BAT_00102,MnBO3,BAT_00102.pt,existing,30,1134
BAT_00106,MnBPO7,BAT_00106.pt,existing,20,764
BAT_00108,NiBO3,BAT_00108.pt,existing,30,1304
BAT_00109,VBPO7,BAT_00109.pt,existing,40,1352
BAT_00114,VBO4,BAT_00114.pt,existing,6,192
BAT_00118,BaCaVP2O9,BAT_00118.pt,existing,56,2036
BAT_00149,Co3BiO8,BAT_00149.pt,existing,12,508
BAT_00180,V3Bi2(PO4)6,BAT_00180.pt,existing,35,1322
BAT_00199,CoH8(CO5)2,BAT_00199.pt,existing,42,2024
BAT_00200,CoH8(CO5)2,BAT_00200.pt,existing,42,2048
BAT_00201,NaCoPCO7,BAT_00201.pt,existing,22,828
BAT_00202,Co2(CO3)3,BAT_00202.pt,existing,28,1218
BAT_00203,Co(CO3)2,BAT_00203.pt,existing,18,620
BAT_00204,Co(CO3)2,BAT_00204.pt,existing,36,1144
BAT_00205,CoCO4,BAT_00205.pt,existing,24,804
BAT_00206,Co(CO)4,BAT_00206.pt,existing,9,252
BAT_00207,Co2C2O7,BAT_00207.pt,existing,22,736
BAT_00209,Co(CO3)2,BAT_00209.pt,existing,36,1282
BAT_00210,Co2C2O7,BAT_00210.pt,existing,33,1160
BAT_00211,CoPCO7,BAT_00211.pt,existing,20,804
BAT_00212,Co2C4SO16,BAT_00212.pt,existing,46,2060
BAT_00213,CoCSO7,BAT_00213.pt,existing,20,700
BAT_00214,Cr(CO3)3,BAT_00214.pt,existing,26,1060
BAT_00215,Cr(CO3)2,BAT_00215.pt,existing,27,1178
BAT_00216,Cr(CO3)2,BAT_00216.pt,existing,18,644
BAT_00217,CrPCO7,BAT_00217.pt,existing,20,750
BAT_00220,CrCSO7,BAT_00220.pt,existing,20,652
BAT_00241,Fe2C2O7,BAT_00241.pt,existing,22,728
BAT_00242,Fe(CO3)2,BAT_00242.pt,existing,36,1528
BAT_00243,NaFePCO7,BAT_00243.pt,existing,22,780
BAT_00245,Fe(CO3)2,BAT_00245.pt,existing,18,594
BAT_00246,Fe2(CO3)3,BAT_00246.pt,existing,14,620
BAT_00247,Fe2C2O7,BAT_00247.pt,existing,44,1884
BAT_00248,Fe(CO3)2,BAT_00248.pt,existing,36,1144
BAT_00249,Fe(CO3)2,BAT_00249.pt,existing,36,1208
BAT_00250,FeCO4,BAT_00250.pt,existing,24,784
BAT_00251,Fe2(CO3)3,BAT_00251.pt,existing,28,1188
BAT_00252,Fe2C2O7,BAT_00252.pt,existing,33,1062
BAT_00253,Fe2C2O7,BAT_00253.pt,existing,44,1796
BAT_00254,Fe(CO3)4,BAT_00254.pt,existing,68,2574
BAT_00255,FePCO7,BAT_00255.pt,existing,40,1444
BAT_00256,FePCO7,BAT_00256.pt,existing,40,1472
BAT_00257,FePCO7,BAT_00257.pt,existing,40,1450
BAT_00258,FePCO7,BAT_00258.pt,existing,40,1452
BAT_00259,FePCO7,BAT_00259.pt,existing,40,1458
BAT_00260,FePCO7,BAT_00260.pt,existing,20,708
BAT_00261,FePCO7,BAT_00261.pt,existing,20,720
BAT_00262,FePCO7,BAT_00262.pt,existing,40,1434
BAT_00263,Fe2C4SO16,BAT_00263.pt,existing,46,1768
BAT_00264,FePCO7,BAT_00264.pt,existing,40,1500
BAT_00265,FeSiCO7,BAT_00265.pt,existing,40,1480
BAT_00266,FeCSO7,BAT_00266.pt,existing,20,704
BAT_00267,NiH8(CO5)2,BAT_00267.pt,existing,42,2148
BAT_00269,KMnPCO7,BAT_00269.pt,existing,22,728
BAT_00272,Mn(CO3)2,BAT_00272.pt,existing,18,824
BAT_00273,NaMnPCO7,BAT_00273.pt,existing,22,824
BAT_00274,Na2MnPCO7,BAT_00274.pt,existing,24,912
BAT_00275,Na2MnPCO7,BAT_00275.pt,existing,48,1818
BAT_00276,Mn(CO3)2,BAT_00276.pt,existing,18,608
BAT_00277,Mn(CO3)2,BAT_00277.pt,existing,36,1156
BAT_00278,Mn(CO3)4,BAT_00278.pt,existing,68,2484
BAT_00279,Mn(CO3)2,BAT_00279.pt,existing,18,644
BAT_00280,MnCO5,BAT_00280.pt,existing,56,2376
BAT_00281,MnPCO7,BAT_00281.pt,existing,40,1502
BAT_00282,MnPCO7,BAT_00282.pt,existing,20,734
BAT_00283,MnPCO7,BAT_00283.pt,existing,40,1530
BAT_00284,MnPCO7,BAT_00284.pt,existing,40,1524
BAT_00285,MnPCO7,BAT_00285.pt,existing,40,1526
BAT_00286,MnPCO7,BAT_00286.pt,existing,40,1502
BAT_00287,Mn2C4SO16,BAT_00287.pt,existing,46,1816
BAT_00288,MnCSO7,BAT_00288.pt,existing,20,740
BAT_00289,Ni(CO3)2,BAT_00289.pt,existing,18,634
BAT_00291,Ni(CO3)2,BAT_00291.pt,existing,36,1268
BAT_00292,MnSiCO7,BAT_00292.pt,existing,40,1512
BAT_00293,Ni(CO3)2,BAT_00293.pt,existing,18,660
BAT_00294,NiCSO7,BAT_00294.pt,existing,20,744
BAT_00295,NiPCO7,BAT_00295.pt,existing,20,740
BAT_00296,Ni2C4SO16,BAT_00296.pt,existing,46,1768
BAT_00298,Mn3CrO8,BAT_00298.pt,existing,48,2080
BAT_00299,VPCO7,BAT_00299.pt,existing,40,1432
BAT_00300,Mn5Cr3O16,BAT_00300.pt,existing,48,2080
BAT_00301,Mn15CrO32,BAT_00301.pt,existing,48,2080
BAT_00302,MnCrO4,BAT_00302.pt,existing,48,2060
BAT_00303,MnCr2O6,BAT_00303.pt,existing,9,398
BAT_00304,Mn7Cr12O48,BAT_00304.pt,existing,67,2716
BAT_00305,MnCrO4,BAT_00305.pt,existing,12,516
BAT_00306,Mn3CrO8,BAT_00306.pt,existing,12,520
BAT_00307,Mn2CrO6,BAT_00307.pt,existing,9,434
BAT_00308,Mn13Cr3O32,BAT_00308.pt,existing,48,2080
BAT_00309,MnCrO4,BAT_00309.pt,existing,18,772
BAT_00310,Mn5Cr2O12,BAT_00310.pt,existing,19,862
BAT_00311,MnCr(PO4)2,BAT_00311.pt,existing,24,1008
BAT_00312,Mn5Cr(PO4)6,BAT_00312.pt,existing,36,1482
BAT_00313,Mn3Cr(PO4)4,BAT_00313.pt,existing,24,982
BAT_00314,MnCr3(PO4)4,BAT_00314.pt,existing,24,1050
BAT_00315,Mn3Cr(PO4)6,BAT_00315.pt,existing,34,1396
BAT_00316,Mn7Cr(PO4)12,BAT_00316.pt,existing,68,2788
BAT_00317,MnCr3(PO4)6,BAT_00317.pt,existing,34,1330
BAT_00318,Mn3Cr2Sn(PO4)6,BAT_00318.pt,existing,36,1428
BAT_00319,TiMn3Cr2(PO4)6,BAT_00319.pt,existing,36,1440
BAT_00321,Mn3Cr2Sb3O16,BAT_00321.pt,existing,24,1042
BAT_00322,Ti3Mn3Cr2O16,BAT_00322.pt,existing,24,1118
BAT_00323,Mn3Cr3(SbO8)2,BAT_00323.pt,existing,24,1092
BAT_00324,Mn2Cr3Sb3O16,BAT_00324.pt,existing,24,1024
BAT_00325,Mn3Cr3(TeO8)2,BAT_00325.pt,existing,24,1086
BAT_00326,Mn3Cr3(SnO8)2,BAT_00326.pt,existing,24,1032
BAT_00327,Ti3Mn2Cr3O16,BAT_00327.pt,existing,24,1114
BAT_00328,Mn3V2Cr3O16,BAT_00328.pt,existing,24,1116
BAT_00329,Mn2V3Cr3O16,BAT_00329.pt,existing,24,1016
BAT_00330,Ti2Mn3Cr3O16,BAT_00330.pt,existing,24,1138
BAT_00331,Mn3Cr3(WO8)2,BAT_00331.pt,existing,24,1076
BAT_00332,NbCr3(PO4)6,BAT_00332.pt,existing,34,1246
BAT_00334,Cr3NiO8,BAT_00334.pt,existing,48,2052
BAT_00335,Cr3NiO8,BAT_00335.pt,existing,24,1048
BAT_00336,Ti3Nb2Cr3O16,BAT_00336.pt,existing,24,1020
BAT_00337,Cr3NiO8,BAT_00337.pt,existing,24,1040
BAT_00338,CrNi3O8,BAT_00338.pt,existing,12,528
BAT_00339,Cr3(NiO6)2,BAT_00339.pt,existing,68,2420
BAT_00341,Cr3NiO8,BAT_00341.pt,existing,48,2096
BAT_00342,CrNiO4,BAT_00342.pt,existing,12,520
BAT_00343,CrNi(PO4)2,BAT_00343.pt,existing,24,1036
BAT_00344,CrNi5(PO4)6,BAT_00344.pt,existing,36,1488
BAT_00345,Cr3Ni(PO4)6,BAT_00345.pt,existing,34,1306
BAT_00346,CrNi3(PO4)4,BAT_00346.pt,existing,24,1064
BAT_00347,Cr3Ni(PO4)4,BAT_00347.pt,existing,24,1074
BAT_00348,Cr3Ni(SO4)6,BAT_00348.pt,existing,34,1408
BAT_00349,VCr2Ni3(PO4)6,BAT_00349.pt,existing,36,1488
BAT_00350,TiCr2Ni3(PO4)6,BAT_00350.pt,existing,36,1464
BAT_00351,CrO6,BAT_00351.pt,existing,14,336
BAT_00354,CrO2,BAT_00354.pt,existing,15,638
BAT_00355,CrO2,BAT_00355.pt,existing,12,520
BAT_00356,CrO2,BAT_00356.pt,existing,6,308
BAT_00357,CrO2,BAT_00357.pt,existing,18,684
BAT_00358,CrO2,BAT_00358.pt,existing,6,286
BAT_00359,Cr3O8,BAT_00359.pt,existing,11,336
BAT_00360,CrO6,BAT_00360.pt,existing,14,284
BAT_00361,CrO4,BAT_00361.pt,existing,10,260
BAT_00362,Cr19O48,BAT_00362.pt,existing,67,2716
BAT_00364,Cr5O12,BAT_00364.pt,existing,68,2408
BAT_00365,CrO2,BAT_00365.pt,existing,24,1028
BAT_00366,Cr19O48,BAT_00366.pt,existing,67,2570
BAT_00367,CrO3,BAT_00367.pt,existing,4,156
BAT_00368,Cr3O8,BAT_00368.pt,existing,22,776
BAT_00369,CrO2,BAT_00369.pt,existing,12,540
BAT_00370,Cr3P3O13,BAT_00370.pt,existing,38,1544
BAT_00371,CrPO4,BAT_00371.pt,existing,24,872
BAT_00372,Cr2P3O11,BAT_00372.pt,existing,32,1236
BAT_00374,CrPO4,BAT_00374.pt,existing,24,1168
BAT_00375,CrP2O7,BAT_00375.pt,existing,20,772
BAT_00376,CrP2O7,BAT_00376.pt,existing,40,1676
BAT_00377,Cr2(PO4)3,BAT_00377.pt,existing,68,2648
BAT_00378,Cr3(P2O7)2,BAT_00378.pt,existing,42,1732
BAT_00379,Cr(PO4)2,BAT_00379.pt,existing,44,1732
BAT_00380,Cr(PO3)4,BAT_00380.pt,existing,68,2800
BAT_00381,Cr(PO3)5,BAT_00381.pt,existing,42,1392
BAT_00383,Cr(PO4)2,BAT_00383.pt,existing,22,888
BAT_00385,CrP2O7,BAT_00385.pt,existing,40,1436
BAT_00386,Cr2(PO4)3,BAT_00386.pt,existing,34,1520
BAT_00387,CrP2O7,BAT_00387.pt,existing,40,1496
BAT_00388,Cr2(PO4)3,BAT_00388.pt,existing,34,1378
BAT_00389,Cr2(PO3)5,BAT_00389.pt,existing,44,1672
BAT_00390,Cr(PO4)2,BAT_00390.pt,existing,22,820
BAT_00391,Cr2(PO4)3,BAT_00391.pt,existing,68,2562
BAT_00392,CrP2O7,BAT_00392.pt,existing,40,1672
BAT_00393,CrPO4,BAT_00393.pt,existing,48,2360
BAT_00394,Cr(PO3)4,BAT_00394.pt,existing,34,1020
BAT_00395,Cr2P5O18,BAT_00395.pt,existing,50,2014
BAT_00396,Cr2(PO4)3,BAT_00396.pt,existing,68,2720
BAT_00397,CrP2O7,BAT_00397.pt,existing,20,820
BAT_00398,CrP2O7,BAT_00398.pt,existing,40,1292
BAT_00399,CrP2O7,BAT_00399.pt,existing,40,1428
BAT_00401,Cr(PO3)4,BAT_00401.pt,existing,34,1108
BAT_00402,Cr4(PO4)3,BAT_00402.pt,existing,38,1568
BAT_00403,Cr2(PO4)3,BAT_00403.pt,existing,34,1424
BAT_00404,Cr(PO3)3,BAT_00404.pt,existing,26,854
BAT_00405,CrPO4,BAT_00405.pt,existing,36,1504
BAT_00406,CrP2O7,BAT_00406.pt,existing,40,1688
BAT_00408,Cr4(PO4)3,BAT_00408.pt,existing,76,2976
BAT_00409,Cr4(PO4)3,BAT_00409.pt,existing,38,1440
BAT_00410,CrP2O9,BAT_00410.pt,existing,24,822
BAT_00411,CrPO4,BAT_00411.pt,existing,24,1104
BAT_00412,CrPO5,BAT_00412.pt,existing,28,1144
BAT_00413,CrP2O7,BAT_00413.pt,existing,20,644
BAT_00414,Cr2(PO4)3,BAT_00414.pt,existing,68,2712
BAT_00415,Cr3P8O29,BAT_00415.pt,existing,80,2838
BAT_00416,Cr(PO3)3,BAT_00416.pt,existing,52,1974
BAT_00417,CrP2O7,BAT_00417.pt,existing,10,446
BAT_00418,CrPO4,BAT_00418.pt,existing,12,508
BAT_00419,Cr4P9O32,BAT_00419.pt,existing,90,3392
BAT_00420,Cr2P5O16,BAT_00420.pt,existing,46,1604
BAT_00421,Cr2P3O13,BAT_00421.pt,existing,72,2824
BAT_00422,Cr2P3O10,BAT_00422.pt,existing,30,1316
BAT_00423,Cr(PO3)3,BAT_00423.pt,existing,52,2152
BAT_00424,CrPO4,BAT_00424.pt,existing,24,1108
BAT_00425,CrP4O13,BAT_00425.pt,existing,36,1178
BAT_00426,CrP2O7,BAT_00426.pt,existing,40,1724
BAT_00427,Cr(PO4)2,BAT_00427.pt,existing,44,1832
BAT_00428,CrPO4,BAT_00428.pt,existing,24,892
BAT_00429,CrPO4,BAT_00429.pt,existing,24,676
BAT_00430,CrPO5,BAT_00430.pt,existing,14,536
BAT_00431,Cr3(P2O7)2,BAT_00431.pt,existing,42,1708
BAT_00433,Cr5(PO4)4,BAT_00433.pt,existing,50,2056
BAT_00434,Cr3(PO4)4,BAT_00434.pt,existing,46,1612
BAT_00435,Cr2P2O9,BAT_00435.pt,existing,52,1984
BAT_00436,CrPO4,BAT_00436.pt,existing,24,792
BAT_00437,Cr3(PO4)4,BAT_00437.pt,existing,69,2770
BAT_00440,CrPO4,BAT_00440.pt,existing,36,1386
BAT_00442,Cr3(PO4)4,BAT_00442.pt,existing,46,1840
BAT_00444,CrPO4,BAT_00444.pt,existing,48,1828
BAT_00445,CrPO5,BAT_00445.pt,existing,56,2216
BAT_00446,Cr3P4O15,BAT_00446.pt,existing,88,3312
BAT_00448,Cr(PO3)3,BAT_00448.pt,existing,52,2264
BAT_00449,CrP2O7,BAT_00449.pt,existing,40,1556
BAT_00451,Ti3Cr(PO4)6,BAT_00451.pt,existing,34,1270
BAT_00452,TiCr3(PO4)6,BAT_00452.pt,existing,34,1258
BAT_00453,VCr3(PO4)6,BAT_00453.pt,existing,34,1300
BAT_00454,V2Cr(PO4)3,BAT_00454.pt,existing,36,1440
BAT_00455,V3Cr(PO4)6,BAT_00455.pt,existing,34,1342
BAT_00456,VCr(P2O7)2,BAT_00456.pt,existing,40,1612
BAT_00457,Cr3P6WO24,BAT_00457.pt,existing,34,1258
BAT_00458,Cr2(SO4)3,BAT_00458.pt,existing,68,2936
BAT_00459,Cr2(SO4)3,BAT_00459.pt,existing,34,1438
BAT_00460,Cr(SO4)2,BAT_00460.pt,existing,88,3712
BAT_00461,Cr(SO4)2,BAT_00461.pt,existing,33,1286
BAT_00462,Cr(SO4)2,BAT_00462.pt,existing,33,1328
BAT_00463,ZnCr3(SO4)6,BAT_00463.pt,existing,34,1384
BAT_00464,Cr3SbO8,BAT_00464.pt,existing,24,1076
BAT_00465,TiCrSO8,BAT_00465.pt,existing,33,1106
BAT_00466,Cr3Sn3(SbO8)2,BAT_00466.pt,existing,24,954
BAT_00467,V2Cr3Sb3O16,BAT_00467.pt,existing,24,1014
BAT_00468,Cr5(Si2O7)2,BAT_00468.pt,existing,23,894
BAT_00469,V3Cr3(SbO8)2,BAT_00469.pt,existing,24,1054
BAT_00470,Ti3Cr3(SbO8)2,BAT_00470.pt,existing,24,1062
BAT_00471,Cr(SiO3)2,BAT_00471.pt,existing,18,764
BAT_00473,Cr(Si2O5)3,BAT_00473.pt,existing,88,3344
BAT_00474,Cr(Si2O5)3,BAT_00474.pt,existing,88,3388
BAT_00475,Cr(Si2O5)2,BAT_00475.pt,existing,30,1126
BAT_00479,Cr3TeO8,BAT_00479.pt,existing,24,1088
BAT_00480,CrTe(WO6)2,BAT_00480.pt,existing,16,622
BAT_00481,V3Cr3(TeO8)2,BAT_00481.pt,existing,24,1056
BAT_00482,TiCr3O8,BAT_00482.pt,existing,24,992
BAT_00483,TiCrO4,BAT_00483.pt,existing,6,284
BAT_00484,V3CrO8,BAT_00484.pt,existing,12,534
BAT_00486,TiV2CrO10,BAT_00486.pt,existing,14,468
BAT_00488,VCr2O6,BAT_00488.pt,existing,27,1110
BAT_00489,V5Cr2O12,BAT_00489.pt,existing,38,1672
BAT_00490,VCrO4,BAT_00490.pt,existing,18,740
BAT_00492,V3CrO8,BAT_00492.pt,existing,12,504
BAT_00493,VCrO4,BAT_00493.pt,existing,12,548
BAT_00495,V3Cr2O10,BAT_00495.pt,existing,30,1220
BAT_00496,VCr3O8,BAT_00496.pt,existing,24,990
BAT_00498,V3CrO8,BAT_00498.pt,existing,12,508
BAT_00502,VCr3O8,BAT_00502.pt,existing,24,986
BAT_00503,V2CrO6,BAT_00503.pt,existing,27,1094
BAT_00504,V3CrO8,BAT_00504.pt,existing,24,934
BAT_00505,VCrO4,BAT_00505.pt,existing,18,732
BAT_00506,Cr(WO4)3,BAT_00506.pt,existing,16,598
BAT_00507,V3Cr3(WO8)2,BAT_00507.pt,existing,24,1040
BAT_00508,CrWO6,BAT_00508.pt,existing,8,312
BAT_00509,Cr3WO8,BAT_00509.pt,existing,24,1076
BAT_00510,Cr2(PS4)3,BAT_00510.pt,existing,68,1096
BAT_00512,CrS2,BAT_00512.pt,existing,12,280
BAT_00513,CrS2,BAT_00513.pt,existing,3,60
BAT_00515,CsMnP3HO10,BAT_00515.pt,existing,16,552
BAT_00516,Cs2MnO4,BAT_00516.pt,existing,14,288
BAT_00525,NbFe3Cu2(PO4)6,BAT_00525.pt,existing,36,1404
BAT_00527,Fe3CuO8,BAT_00527.pt,existing,12,500
BAT_00528,Fe2Cu3O10,BAT_00528.pt,existing,15,586
BAT_00529,Fe(CuO3)2,BAT_00529.pt,existing,9,382
BAT_00530,FeCu3O8,BAT_00530.pt,existing,12,496
BAT_00531,FeCuO4,BAT_00531.pt,existing,12,416
BAT_00532,Fe2Cu(PO4)3,BAT_00532.pt,existing,36,1488
BAT_00533,Fe3Cu(PO4)4,BAT_00533.pt,existing,24,992
BAT_00534,FeCu3(PO4)4,BAT_00534.pt,existing,24,888
BAT_00535,TiFe3Cu2(PO4)6,BAT_00535.pt,existing,36,1458
BAT_00536,FeCu(PO4)2,BAT_00536.pt,existing,24,884
BAT_00537,V3Fe2CuO12,BAT_00537.pt,existing,36,1388
BAT_00553,Mn3CuNi2(PO4)6,BAT_00553.pt,existing,36,1530
BAT_00554,MnCu3O8,BAT_00554.pt,existing,12,508
BAT_00555,Mn5(CuO6)2,BAT_00555.pt,existing,19,834
BAT_00556,Mn5CuO12,BAT_00556.pt,existing,18,780
BAT_00557,Mn3CuO8,BAT_00557.pt,existing,12,520
BAT_00558,Mn2Cu3O10,BAT_00558.pt,existing,15,638
BAT_00559,Mn3CuO8,BAT_00559.pt,existing,12,520
BAT_00560,Mn3Cu(PO4)4,BAT_00560.pt,existing,24,984
BAT_00561,Mn5Cu(PO4)6,BAT_00561.pt,existing,36,1494
BAT_00562,Mn7Cu(PO4)12,BAT_00562.pt,existing,68,2758
BAT_00563,MnCu3(PO4)4,BAT_00563.pt,existing,24,998
BAT_00564,MnCu(PO4)2,BAT_00564.pt,existing,24,848
BAT_00566,Mn3Cu3(TeO8)2,BAT_00566.pt,existing,24,1082
BAT_00567,MnV4CuO12,BAT_00567.pt,existing,18,624
BAT_00573,CuNi3O8,BAT_00573.pt,existing,12,560
BAT_00574,V4CuNiO12,BAT_00574.pt,existing,36,1328
BAT_00617,TiCu3(PO4)4,BAT_00617.pt,existing,24,894
BAT_00619,VCu(PO4)2,BAT_00619.pt,existing,24,1016
BAT_00621,V3Cu(PO4)4,BAT_00621.pt,existing,24,976
BAT_00622,V2Cu(PO4)3,BAT_00622.pt,existing,36,1464
BAT_00624,V3Cu(PO4)6,BAT_00624.pt,existing,34,1342
BAT_00634,Ti3Cu3(TeO8)2,BAT_00634.pt,existing,24,1046
BAT_00636,V5CuO12,BAT_00636.pt,existing,36,1316
BAT_00637,V4CuO12,BAT_00637.pt,existing,17,588
BAT_00638,VCuO4,BAT_00638.pt,existing,12,544
BAT_00639,V3CuO8,BAT_00639.pt,existing,48,2120
BAT_00641,Ti16CuS32,BAT_00641.pt,existing,49,1104
BAT_00647,FeF6,BAT_00647.pt,existing,7,260
BAT_00648,FeF3,BAT_00648.pt,existing,8,288
BAT_00650,FeF4,BAT_00650.pt,existing,10,356
BAT_00652,FeF4,BAT_00652.pt,existing,10,260
BAT_00653,FeF3,BAT_00653.pt,existing,12,420
BAT_00654,FeF4,BAT_00654.pt,existing,10,308
BAT_00655,FeF4,BAT_00655.pt,existing,10,308
BAT_00656,FeF4,BAT_00656.pt,existing,20,652
BAT_00657,Fe4OF8,BAT_00657.pt,existing,26,792
BAT_00658,FeOF3,BAT_00658.pt,existing,20,632
BAT_00660,FeOF3,BAT_00660.pt,existing,10,312
BAT_00661,Fe3(OF3)2,BAT_00661.pt,existing,11,368
BAT_00663,Fe7O7F,BAT_00663.pt,existing,15,638
BAT_00664,Fe5(OF2)4,BAT_00664.pt,existing,17,698
BAT_00665,Fe7O3F13,BAT_00665.pt,existing,23,742
BAT_00668,FeO5F,BAT_00668.pt,existing,7,170
BAT_00669,Fe5(OF2)4,BAT_00669.pt,existing,17,808
BAT_00670,FeOF4,BAT_00670.pt,existing,12,356
BAT_00672,Fe5OF11,BAT_00672.pt,existing,17,612
BAT_00673,FeOF3,BAT_00673.pt,existing,20,636
BAT_00674,Fe3OF5,BAT_00674.pt,existing,18,776
BAT_00675,FeOF5,BAT_00675.pt,existing,21,582
BAT_00676,Fe4OF7,BAT_00676.pt,existing,24,1032
BAT_00678,Fe2OF3,BAT_00678.pt,existing,24,928
BAT_00679,Fe2O2F3,BAT_00679.pt,existing,14,572
BAT_00680,FeO5F,BAT_00680.pt,existing,14,310
BAT_00682,Fe5OF11,BAT_00682.pt,existing,17,644
BAT_00683,Fe5OF11,BAT_00683.pt,existing,17,558
BAT_00684,FeOF5,BAT_00684.pt,existing,28,790
BAT_00685,Fe7(OF7)2,BAT_00685.pt,existing,23,864
BAT_00689,Fe3OF7,BAT_00689.pt,existing,22,764
BAT_00690,Fe2Si2O7,BAT_00690.pt,existing,44,1452
BAT_00691,FeSiO4,BAT_00691.pt,existing,24,776
BAT_00692,FeSiO4,BAT_00692.pt,existing,24,760
BAT_00693,FeSiO4,BAT_00693.pt,existing,24,744
BAT_00694,FeSiO5,BAT_00694.pt,existing,28,814
BAT_00695,Fe3(SiO4)2,BAT_00695.pt,existing,39,1226
BAT_00696,Fe2Si3O10,BAT_00696.pt,existing,30,992
BAT_00697,FeSiO4,BAT_00697.pt,existing,48,1512
BAT_00698,FeSiO4,BAT_00698.pt,existing,24,752
BAT_00699,FeSiO4,BAT_00699.pt,existing,24,816
BAT_00700,FeSiO4,BAT_00700.pt,existing,72,2256
BAT_00701,FeSiO4,BAT_00701.pt,existing,36,1170
BAT_00703,Fe(SiO3)2,BAT_00703.pt,existing,72,2552
BAT_00705,FeSiO4,BAT_00705.pt,existing,24,736
BAT_00706,FeSiO4,BAT_00706.pt,existing,24,760
BAT_00707,FeSiO4,BAT_00707.pt,existing,24,748
BAT_00708,Fe(Si2O5)3,BAT_00708.pt,existing,88,3200
BAT_00709,FeSiO4,BAT_00709.pt,existing,24,764
BAT_00710,Fe3(SnO5)2,BAT_00710.pt,existing,15,534
BAT_00711,FeSnO4,BAT_00711.pt,existing,24,784
BAT_00712,Fe3TeO8,BAT_00712.pt,existing,24,1076
BAT_00713,V3Fe3(TeO8)2,BAT_00713.pt,existing,24,844
BAT_00715,Fe3TeO8,BAT_00715.pt,existing,12,440
