battery_id,framework_formula,formula_charge,formula_discharge,id_charge,id_discharge,max_delta_volume,num_steps
BAT_00391,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,mp-697813,mp-26605,0.01802193216765,2
BAT_00392,CrP2O7,CrP2O7,LiCrP2O7,mp-26572,mp-26571,0.008538054029548,1
BAT_00393,CrPO4,CrPO4,LiCrPO4,mp-26580,mp-26579,0.217877312054308,1
BAT_00394,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,mp-31745,mp-26669,0.00385995161381,1
BAT_00395,Cr2P5O18,Li3Cr2P5O18,Li5Cr2P5O18,mp-26684,mp-26683,0.001311793423717,1
BAT_00396,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,mp-26740,mp-26739,0.036947269162228,2
BAT_00397,CrP2O7,CrP2O7,LiCrP2O7,mp-26974,mp-19103,0.026278471304838,1
BAT_00398,CrP2O7,LiCrP2O7,Li2CrP2O7,mp-31691,mp-26771,0.054549132608374,1
BAT_00399,CrP2O7,LiCrP2O7,Li2CrP2O7,mp-705361,mp-26751,0.011914712433187,1
BAT_00401,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,mp-540424,mp-26829,0.009890282828437,1
BAT_00402,Cr4(PO4)3,Cr4(PO4)3,LiCr4(PO4)3,mp-26840,mp-697664,0.045918309190742,1
BAT_00403,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,mp-26870,mp-26869,0.03493353739341,2
BAT_00404,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,mp-584637,mp-540456,0.002961304791157,1
BAT_00405,CrPO4,CrPO4,LiCrPO4,mp-504335,mp-26881,0.073896416419236,1
BAT_00406,CrP2O7,CrP2O7,LiCrP2O7,mp-26854,mp-26853,0.00876612376231,1
BAT_00408,Cr4(PO4)3,Cr4(PO4)3,LiCr4(PO4)3,mp-504357,mp-26967,0.011391693363519,1
BAT_00409,Cr4(PO4)3,Cr4(PO4)3,LiCr4(PO4)3,mp-26914,mp-26913,0.009439817808517,1
BAT_00410,CrP2O9,Li3CrP2O9,Li4CrP2O9,mp-504343,mp-26911,0.016392488795217,1
BAT_00411,CrPO4,CrPO4,LiCrPO4,mp-25452,mp-25447,0.160204838478015,1
BAT_00412,CrPO5,CrPO5,LiCrPO5,mp-26924,mp-26923,0.061762029696972,1
BAT_00413,CrP2O7,LiCrP2O7,Li2CrP2O7,mp-540482,mp-26965,0.01311852857386,1
BAT_00414,Cr2(PO4)3,Cr2(PO4)3,Li4Cr2(PO4)3,mp-504291,mp-760100,0.142388794338991,3
BAT_00415,Cr3P8O29,Li6Cr3P8O29,Li9Cr3P8O29,mp-26976,mp-26975,0.016789182420047,1
BAT_00416,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,mp-31690,mp-26063,0.063903983430703,1
BAT_00417,CrP2O7,CrP2O7,LiCrP2O7,mp-27036,mp-27035,0.005562180639452,1
BAT_00418,CrPO4,CrPO4,LiCrPO4,mp-27042,mp-27041,0.069966750373084,1
BAT_00419,Cr4P9O32,Cr4P9O32,Li7Cr4P9O32,mp-504406,mp-27077,0.03035846030007,2
BAT_00420,Cr2P5O16,Cr2P5O16,Li3Cr2P5O16,mp-26134,mp-26425,0.030668434074926,2
BAT_00421,Cr2P3O13,Cr2P3O13,LiCr2P3O13,mp-27100,mp-705400,0.022476310940095,1
BAT_00422,Cr2P3O10,Cr2P3O10,LiCr2P3O10,mp-26116,mp-585354,0.050556206098506,1
BAT_00423,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,mp-26112,mp-26111,0.027992703859034,1
BAT_00424,CrPO4,CrPO4,LiCrPO4,mp-764345,mp-756865,0.144446447672072,1
BAT_00425,CrP4O13,LiCrP4O13,Li2CrP4O13,mp-1101523,mp-31739,0.07266632761457,1
BAT_00426,CrP2O7,CrP2O7,LiCrP2O7,mp-26140,mp-26139,0.029943903739477,1
BAT_00427,Cr(PO4)2,Li2Cr(PO4)2,Li3Cr(PO4)2,mp-697774,mp-31723,0.003607525011021,1
BAT_00428,CrPO4,LiCr2(PO4)2,LiCrPO4,mp-753873,mp-504313,0.003182303805385,1
BAT_00429,CrPO4,LiCr2(PO4)2,LiCrPO4,mp-753999,mp-757040,0.067765909938889,1
BAT_00430,CrPO5,CrPO5,LiCrPO5,mp-1046724,mp-540292,0.040235146566676,1
BAT_00431,Cr3(P2O7)2,Cr3(P2O7)2,Li2Cr3(P2O7)2,mp-26218,mp-540179,0.055831513121087,1
BAT_00433,Cr5(PO4)4,Cr5(PO4)4,Li2Cr5(PO4)4,mp-504336,mp-1101544,0.064941644737606,1
BAT_00434,Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,mp-695952,mp-26205,0.031299266559578,1
BAT_00435,Cr2P2O9,Cr2P2O9,LiCr2P2O9,mp-1040982,mp-1013922,0.015574628281103,1
BAT_00436,CrPO4,LiCr2(PO4)2,LiCrPO4,mp-753886,mp-540462,0.023363801631371,1
BAT_00437,Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,mp-705409,mp-26289,0.01984696213929,1
BAT_00440,CrPO4,LiCr2(PO4)2,LiCrPO4,mp-766412,mp-757829,0.007083152246051,1
BAT_00442,Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,mp-31744,mp-26337,0.016235953085667,1
BAT_00444,CrPO4,LiCr2(PO4)2,LiCrPO4,mp-766419,mp-757030,0.013019198991609,1
BAT_00445,CrPO5,CrPO5,Li2CrPO5,mp-772173,mp-757132,0.049416759693519,1
BAT_00446,Cr3P4O15,Cr3P4O15,Li4Cr3P4O15,mp-759101,mp-772300,0.055044601366298,2
BAT_00448,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,mp-759495,mp-780193,0.076689287019072,1
BAT_00449,CrP2O7,CrP2O7,LiCrP2O7,mp-1048383,mp-831055,0.048887005500304,1
BAT_00451,Ti3Cr(PO4)6,Ti3Cr(PO4)6,Li6Ti3Cr(PO4)6,mp-774416,mp-758706,0.026624720928218,1
BAT_00452,TiCr3(PO4)6,TiCr3(PO4)6,Li7TiCr3(PO4)6,mp-773127,mp-850412,0.072839899885533,2
BAT_00453,VCr3(PO4)6,VCr3(PO4)6,Li6VCr3(PO4)6,mp-774402,mp-1176888,0.010597324709673,1
BAT_00454,V2Cr(PO4)3,V2Cr(PO4)3,Li2V2Cr(PO4)3,mp-771696,mp-1177840,0.069260442958948,1
BAT_00455,V3Cr(PO4)6,V3Cr(PO4)6,Li6V3Cr(PO4)6,mp-775008,mp-757469,0.031379453808073,1
BAT_00456,VCr(P2O7)2,VCr(P2O7)2,Li3VCr(P2O7)2,mp-767779,mp-752491,0.057665171546183,3
BAT_00457,Cr3P6WO24,Cr3P6WO24,Li6Cr3P6WO24,mp-775219,mp-758279,0.009843060407758,1
BAT_00458,Cr2(SO4)3,Cr2(SO4)3,LiCr2(SO4)3,mp-768940,mp-770490,0.092193535281335,1
BAT_00459,Cr2(SO4)3,Cr2(SO4)3,LiCr2(SO4)3,mp-19361,mp-770353,0.051559954557409,1
BAT_00460,Cr(SO4)2,Cr(SO4)2,Li2Cr(SO4)2,mp-780604,mp-850862,0.130002266418313,2
BAT_00461,Cr(SO4)2,Cr(SO4)2,LiCr(SO4)2,mp-757440,mp-776761,0.000721861165427,1
BAT_00462,Cr(SO4)2,Cr(SO4)2,LiCr(SO4)2,mp-773001,mp-861449,0.018235513161713,1
BAT_00463,ZnCr3(SO4)6,ZnCr3(SO4)6,Li2ZnCr3(SO4)6,mp-766220,mp-772839,0.042371068133744,2
BAT_00464,Cr3SbO8,Cr3SbO8,Li2Cr3SbO8,mp-773170,mp-771704,0.045884925949939,1
BAT_00465,TiCrSO8,TiCrSO8,LiTiCrSO8,mp-1101433,mp-766410,0.007557645825867,1
BAT_00466,Cr3Sn3(SbO8)2,Cr3Sn3(SbO8)2,Li4Cr3Sn3(SbO8)2,mp-771431,mp-755860,0.091956492457807,1
BAT_00467,V2Cr3Sb3O16,V2Cr3Sb3O16,Li4V2Cr3Sb3O16,mp-772143,mp-774622,0.095150438311537,1
BAT_00468,Cr5(Si2O7)2,Cr5(Si2O7)2,Li2Cr5(Si2O7)2,mp-757245,mp-867580,0.009612343901525,1
BAT_00469,V3Cr3(SbO8)2,V3Cr3(SbO8)2,Li4V3Cr3(SbO8)2,mp-776536,mp-776595,0.053470251013152,1
BAT_00470,Ti3Cr3(SbO8)2,Ti3Cr3(SbO8)2,Li4Ti3Cr3(SbO8)2,mp-770891,mp-758653,0.092159252448738,1
BAT_00471,Cr(SiO3)2,Cr(SiO3)2,LiCr(SiO3)2,mp-25238,mp-18727,0.012639754274715,1
BAT_00473,Cr(Si2O5)3,Li2Cr(Si2O5)3,Li3Cr(Si2O5)3,mp-775302,mp-759348,0.018574575764226,1
BAT_00474,Cr(Si2O5)3,LiCr(Si2O5)3,Li3Cr(Si2O5)3,mp-850539,mp-778011,0.025540713531574,2
BAT_00475,Cr(Si2O5)2,LiCr(Si2O5)2,Li2Cr(Si2O5)2,mp-780620,mp-758640,0.013448567373068,1
BAT_00479,Cr3TeO8,Cr3TeO8,Li2Cr3TeO8,mp-770187,mp-778197,0.068589260594501,1
BAT_00480,CrTe(WO6)2,CrTe(WO6)2,Li4CrTe(WO6)2,mp-756075,mp-775973,0.054902359761629,1
BAT_00481,V3Cr3(TeO8)2,V3Cr3(TeO8)2,Li4V3Cr3(TeO8)2,mp-763835,mp-769563,0.082757931620991,1
BAT_00482,TiCr3O8,Li2TiCr3O8,Li4TiCr3O8,mp-1177851,mp-765747,0.020640149939082,2
BAT_00483,TiCrO4,TiCrO4,Li2TiCrO4,mp-755596,mp-1276652,0.087721874533658,1
BAT_00484,V3CrO8,V3CrO8,Li3V3CrO8,mp-755402,mp-753269,0.093158686441288,2
BAT_00486,TiV2CrO10,TiV2CrO10,LiTiV2CrO10,mp-773510,mp-1236317,0.077323248288216,1
BAT_00488,VCr2O6,Li2VCr2O6,Li3VCr2O6,mp-849313,mp-754615,0.004597752655576,1
BAT_00489,V5Cr2O12,Li2V5Cr2O12,Li5V5Cr2O12,mp-782662,mp-773065,0.033057878056564,2
BAT_00490,VCrO4,Li4V3Cr3O12,Li2VCrO4,mp-849340,mp-754054,0.011127925281915,1
BAT_00492,V3CrO8,Li2V3CrO8,Li4V3CrO8,mp-781740,mp-1177371,0.00217997685529,1
BAT_00493,VCrO4,VCrO4,LiVCrO4,mp-752903,mp-1176540,0.026150501905385,1
BAT_00495,V3Cr2O10,Li3V3Cr2O10,Li5V3Cr2O10,mp-849418,mp-756826,0.006000022350102,1
BAT_00496,VCr3O8,Li2VCr3O8,Li4VCr3O8,mp-1177801,mp-850338,0.007520586824446,2
BAT_00498,V3CrO8,V3CrO8,Li2V3CrO8,mp-1246656,mp-1302892,0.018372140057379,1
BAT_00502,VCr3O8,Li2VCr3O8,Li4VCr3O8,mp-769577,mp-769605,0.009995304275455,2
BAT_00503,V2CrO6,LiV2CrO6,Li3V2CrO6,mp-780611,mp-757208,0.014928927860048,2
BAT_00504,V3CrO8,LiV3CrO8,Li4V3CrO8,mp-769589,mp-769614,0.009847958237087,2
BAT_00505,VCrO4,LiVCrO4,Li2VCrO4,mp-776068,mp-769617,0.002394559701686,1
BAT_00506,Cr(WO4)3,Cr(WO4)3,Li4Cr(WO4)3,mp-1178444,mp-778824,0.00585743848761,1
BAT_00507,V3Cr3(WO8)2,V3Cr3(WO8)2,Li4V3Cr3(WO8)2,mp-775969,mp-756412,0.043551108589647,1
BAT_00508,CrWO6,CrWO6,Li2CrWO6,mp-1802603,mp-754450,0.086164437443208,1
BAT_00509,Cr3WO8,Cr3WO8,Li2Cr3WO8,mp-773181,mp-775271,0.03943575552023,1
BAT_00510,Cr2(PS4)3,Cr2(PS4)3,Li3Cr2(PS4)3,mp-778446,mp-778433,0.090876290828228,2
BAT_00512,CrS2,CrS2,Li(CrS2)2,mp-1442954,mp-1045358,0.177575623477484,1
BAT_00513,CrS2,CrS2,LiCrS2,mp-755263,mp-4226,0.110568866212591,2
BAT_00515,CsMnP3HO10,CsMnP3HO10,CsLiMnP3HO10,mp-23871,mp-752778,0.080134511499921,1
BAT_00516,Cs2MnO4,Cs2MnO4,Cs2LiMnO4,mp-755110,mp-18722,0.026893950796789,1
BAT_00525,NbFe3Cu2(PO4)6,NbFe3Cu2(PO4)6,Li4NbFe3Cu2(PO4)6,mp-776142,mp-777855,0.062527703059662,1
BAT_00527,Fe3CuO8,Li2Fe3CuO8,Li4Fe3CuO8,mp-755351,mp-753104,0.011124005542635,2
BAT_00528,Fe2Cu3O10,Li4Fe2Cu3O10,Li5Fe2Cu3O10,mp-849416,mp-771233,0.013641185887838,1
BAT_00529,Fe(CuO3)2,Li2Fe(CuO3)2,Li3Fe(CuO3)2,mp-756110,mp-755201,0.007832476585911,1
BAT_00530,FeCu3O8,Li3FeCu3O8,Li4FeCu3O8,mp-771350,mp-756375,0.004561938990056,1
BAT_00531,FeCuO4,LiFeCuO4,Li3Fe2(CuO4)2,mp-775462,mp-781767,0.015113506457425,1
BAT_00532,Fe2Cu(PO4)3,Fe2Cu(PO4)3,Li2Fe2Cu(PO4)3,mp-775240,mp-761114,0.004522804716095,1
BAT_00533,Fe3Cu(PO4)4,Fe3Cu(PO4)4,Li4Fe3Cu(PO4)4,mp-775191,mp-1177485,0.054071583986808,1
BAT_00534,FeCu3(PO4)4,FeCu3(PO4)4,Li4FeCu3(PO4)4,mp-775297,mp-1177402,0.036215600619238,1
BAT_00535,TiFe3Cu2(PO4)6,TiFe3Cu2(PO4)6,Li4TiFe3Cu2(PO4)6,mp-775996,mp-778677,0.060495269984451,1
BAT_00536,FeCu(PO4)2,FeCu(PO4)2,Li2FeCu(PO4)2,mp-775167,mp-758722,0.046853054727297,1
BAT_00537,V3Fe2CuO12,V3Fe2CuO12,Li3V6Fe4(CuO12)2,mp-773088,mp-772865,0.0079377183984,2
BAT_00553,Mn3CuNi2(PO4)6,Mn3CuNi2(PO4)6,Li4Mn3CuNi2(PO4)6,mp-772496,mp-775323,0.071289493142945,1
BAT_00554,MnCu3O8,Li3MnCu3O8,Li4MnCu3O8,mp-756390,mp-756491,0.006648969960914,1
BAT_00555,Mn5(CuO6)2,LiMn5(CuO6)2,Li3Mn5(CuO6)2,mp-756860,mp-849464,0.022984220644009,2
BAT_00556,Mn5CuO12,Mn5CuO12,Li4Mn5CuO12,mp-756191,mp-753851,0.085426977567312,1
BAT_00557,Mn3CuO8,Mn3CuO8,Li4Mn3CuO8,mp-756525,mp-773427,0.048605578600231,1
BAT_00558,Mn2Cu3O10,Li4Mn2Cu3O10,Li5Mn2Cu3O10,mp-849495,mp-755409,0.005178393007883,1
BAT_00559,Mn3CuO8,Mn3CuO8,Li2Mn3CuO8,mp-756513,mp-756596,0.036306176591273,1
BAT_00560,Mn3Cu(PO4)4,Mn3Cu(PO4)4,Li5Mn3Cu(PO4)4,mp-756349,mp-1177150,0.113940228533617,2
BAT_00561,Mn5Cu(PO4)6,Mn5Cu(PO4)6,Li4Mn5Cu(PO4)6,mp-773506,mp-1177362,0.068988142403291,1
BAT_00562,Mn7Cu(PO4)12,Mn7Cu(PO4)12,Li8Mn7Cu(PO4)12,mp-1176532,mp-1176950,0.042257423752788,1
BAT_00563,MnCu3(PO4)4,MnCu3(PO4)4,Li4MnCu3(PO4)4,mp-775168,mp-753744,0.046537021078915,1
BAT_00564,MnCu(PO4)2,MnCu(PO4)2,Li2MnCu(PO4)2,mp-775025,mp-765574,0.042972896709419,1
BAT_00566,Mn3Cu3(TeO8)2,Mn3Cu3(TeO8)2,Li4Mn3Cu3(TeO8)2,mp-758477,mp-757393,0.090865777229044,1
BAT_00567,MnV4CuO12,MnV4CuO12,Li2MnV4CuO12,mp-754799,mp-774824,0.020420127427884,1
BAT_00573,CuNi3O8,Li3CuNi3O8,Li4CuNi3O8,mp-861850,mp-752986,0.016371056446354,1
BAT_00574,V4CuNiO12,V4CuNiO12,Li2V4CuNiO12,mp-756167,mp-1177805,0.019601467728186,1
BAT_00617,TiCu3(PO4)4,TiCu3(PO4)4,Li4TiCu3(PO4)4,mp-1101275,mp-1177279,0.000296318507337,1
BAT_00619,VCu(PO4)2,VCu(PO4)2,Li2VCu(PO4)2,mp-755025,mp-757133,0.058973083847203,1
BAT_00621,V3Cu(PO4)4,V3Cu(PO4)4,Li4V3Cu(PO4)4,mp-775334,mp-1177267,0.039753016621219,1
BAT_00622,V2Cu(PO4)3,V2Cu(PO4)3,Li2V2Cu(PO4)3,mp-757397,mp-759398,0.051384829564105,1
BAT_00624,V3Cu(PO4)6,V3Cu(PO4)6,Li6V3Cu(PO4)6,mp-774423,mp-1176990,0.022782976981863,1
BAT_00634,Ti3Cu3(TeO8)2,Ti3Cu3(TeO8)2,Li4Ti3Cu3(TeO8)2,mp-760579,mp-758259,0.087394042206606,1
BAT_00636,V5CuO12,V5CuO12,Li2V5CuO12,mp-777235,mp-755507,0.012093216642106,1
BAT_00637,V4CuO12,LiV4CuO12,Li3V4CuO12,mp-756257,mp-756355,0.032681818492332,1
BAT_00638,VCuO4,VCuO4,LiVCuO4,mp-25196,mp-1104607,0.098045758421294,1
BAT_00639,V3CuO8,V3CuO8,Li2V3CuO8,mp-775644,mp-773650,0.053527317596379,1
BAT_00641,Ti16CuS32,Ti16CuS32,Li8Ti16CuS32,mp-767157,mp-774459,0.029493123648653,1
BAT_00647,FeF6,Li2FeF6,Li3FeF6,mp-777463,mp-755087,0.087546003856631,1
BAT_00648,FeF3,FeF3,LiFeF3,mp-22398,mp-761166,0.029353354154893,1
BAT_00650,FeF4,LiFeF4,Li2FeF4,mp-776164,mp-849493,0.125512613974288,1
BAT_00652,FeF4,LiFeF4,Li2FeF4,mp-756535,mp-777588,0.014587862184091,1
BAT_00653,FeF3,FeF3,LiFeF3,mp-1181398,mp-760354,0.089806646114283,1
BAT_00654,FeF4,LiFeF4,Li2FeF4,mp-755299,mp-755356,0.005446910756986,1
BAT_00655,FeF4,LiFeF4,Li2FeF4,mp-756100,mp-755741,0.02341746623079,1
BAT_00656,FeF4,LiFeF4,Li2FeF4,mp-777477,mp-754579,0.073150312461561,1
BAT_00657,Fe4OF8,Fe4OF8,Li2Fe4OF8,mp-754705,mp-849951,0.061667072957571,1
BAT_00658,FeOF3,Li2FeOF3,Li3FeOF3,mp-755818,mp-752488,0.004548813612293,1
BAT_00660,FeOF3,Li2FeOF3,Li3FeOF3,mp-752830,mp-887364,0.008495005413739,1
BAT_00661,Fe3(OF3)2,LiFe3(OF3)2,Li4Fe3(OF3)2,mp-756353,mp-752847,0.010184229222978,1
BAT_00663,Fe7O7F,Fe7O7F,LiFe7O7F,mp-1178254,mp-1176712,0.03178655774603,1
BAT_00664,Fe5(OF2)4,Fe5(OF2)4,LiFe5(OF2)4,mp-752802,mp-754972,0.029146267262298,1
BAT_00665,Fe7O3F13,Fe7O3F13,Li5Fe7O3F13,mp-754593,mp-780457,0.006460193760416,1
BAT_00668,FeO5F,Li7FeO5F,Li8FeO5F,mp-754420,mp-755400,0.036634234658859,1
BAT_00669,Fe5(OF2)4,Fe5(OF2)4,LiFe5(OF2)4,mp-754310,mp-1176720,0.041917928647269,1
BAT_00670,FeOF4,Li3FeOF4,Li4FeOF4,mp-754295,mp-754592,0.014602450571506,1
BAT_00672,Fe5OF11,Fe5OF11,Li3Fe5OF11,mp-1346391,mp-1342745,0.02097612283366,1
BAT_00673,FeOF3,Li2FeOF3,Li3FeOF3,mp-764977,mp-777299,0.011568896142865,1
BAT_00674,Fe3OF5,Fe3OF5,LiFe3OF5,mp-779913,mp-753410,0.062268436087508,1
BAT_00675,FeOF5,Li4FeOF5,Li5FeOF5,mp-775155,mp-1177101,0.002572419694931,1
BAT_00676,Fe4OF7,Fe4OF7,LiFe4OF7,mp-881173,mp-776991,0.081564916726213,1
BAT_00678,Fe2OF3,Fe2OF3,LiFe2OF3,mp-777541,mp-776904,0.07711422308874,1
BAT_00679,Fe2O2F3,Fe2O2F3,LiFe2O2F3,mp-755377,mp-756358,0.060874676507547,1
BAT_00680,FeO5F,Li6FeO5F,Li8FeO5F,mp-764903,mp-776549,0.049603340984933,2
BAT_00682,Fe5OF11,Fe5OF11,Li3Fe5OF11,mp-1178251,mp-778257,0.041245614689279,1
BAT_00683,Fe5OF11,Fe5OF11,Li3Fe5OF11,mp-1178250,mp-779353,0.020976251506498,1
BAT_00684,FeOF5,Li4FeOF5,Li5FeOF5,mp-779064,mp-777279,0.013618405762568,1
BAT_00685,Fe7(OF7)2,Fe7(OF7)2,Li4Fe7(OF7)2,mp-777455,mp-757088,0.11009644842452,1
BAT_00689,Fe3OF7,Fe3OF7,Li3Fe3OF7,mp-1178324,mp-764593,0.065363730421637,1
BAT_00690,Fe2Si2O7,LiFe2Si2O7,Li2Fe2Si2O7,mp-780866,mp-759016,0.056219471304897,1
BAT_00691,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-759053,mp-759575,0.006527534567018,1
BAT_00692,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-758499,mp-758823,0.006380567967458,1
BAT_00693,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-766542,mp-764340,0.019800043141179,1
BAT_00694,FeSiO5,Li9Fe4(SiO5)4,Li3FeSiO5,mp-759075,mp-764341,0.065349810827572,1
BAT_00695,Fe3(SiO4)2,Fe3(SiO4)2,Li2Fe3(SiO4)2,mp-850744,mp-759106,0.043050543148792,2
BAT_00696,Fe2Si3O10,Li3Fe4(Si3O10)2,Li4Fe2Si3O10,mp-779820,mp-757438,0.026695272638349,2
BAT_00697,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-759087,mp-758421,0.049340543840538,1
BAT_00698,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-758574,mp-764346,0.020383396814277,1
BAT_00699,FeSiO4,LiFeSiO4,Li3Fe2(SiO4)2,mp-758506,mp-760096,0.071623638846402,1
BAT_00700,FeSiO4,LiFe2(SiO4)2,LiFeSiO4,mp-850962,mp-758825,0.002257754288093,1
BAT_00701,FeSiO4,LiFe2(SiO4)2,Li7Fe6(SiO4)6,mp-758113,mp-1176885,0.048810669920391,2
BAT_00703,Fe(SiO3)2,Fe(SiO3)2,LiFe(SiO3)2,mp-1253019,mp-1266318,0.010471641787058,1
BAT_00705,FeSiO4,FeSiO4,Li2FeSiO4,mp-1191756,mp-758209,0.086894026615611,2
BAT_00706,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-766529,mp-757833,0.024067041788506,1
BAT_00707,FeSiO4,LiFeSiO4,Li2FeSiO4,mp-764348,mp-759942,0.010668626559101,1
BAT_00708,Fe(Si2O5)3,LiFe(Si2O5)3,Li3Fe(Si2O5)3,mp-775750,mp-765285,0.011167210789921,2
BAT_00709,FeSiO4,Li3Fe2(SiO4)2,Li2FeSiO4,mp-778622,mp-758465,0.037690805482461,1
BAT_00710,Fe3(SnO5)2,Li3Fe3(SnO5)2,Li5Fe3(SnO5)2,mp-753126,mp-756675,0.02243000938148,1
BAT_00711,FeSnO4,LiFeSnO4,Li2FeSnO4,mp-756311,mp-1177968,0.011347172133027,1
BAT_00712,Fe3TeO8,Fe3TeO8,Li2Fe3TeO8,mp-1178313,mp-775742,0.09688020641965,1
BAT_00713,V3Fe3(TeO8)2,V3Fe3(TeO8)2,Li4V3Fe3(TeO8)2,mp-774673,mp-767773,0.018374234828695,1
BAT_00715,Fe3TeO8,Li3Fe3TeO8,Li4Fe3TeO8,mp-772334,mp-771362,0.004615129289289,1
BAT_00716,TiFe2O5,LiTiFe2O5,Li2TiFe2O5,mp-753225,mp-756002,0.000575615260454,1
BAT_00717,Ti12Fe5O32,Ti12Fe5O32,Li7Ti12Fe5O32,mp-773026,mp-772995,0.029556908369431,1
BAT_00718,TiFeO4,TiFeO4,Li2TiFeO4,mp-754900,mp-1285010,0.101160255608317,2
BAT_00719,TiFe3O8,Li3TiFe3O8,Li4TiFe3O8,mp-755163,mp-769962,0.002853453105017,1
BAT_00720,TiFeO4,LiTiFeO4,Li2TiFeO4,mp-755965,mp-1304342,0.016630808084626,1
BAT_00721,TiFe3O8,Li2TiFe3O8,Li3TiFe3O8,mp-771820,mp-760345,0.002414431908861,1
BAT_00722,Ti2Fe3O10,Li2Ti2Fe3O10,Li4Ti2Fe3O10,mp-762700,mp-759041,0.012494477601847,2
BAT_00723,TiFe5O12,Li4TiFe5O12,Li6TiFe5O12,mp-755645,mp-867832,0.051987147282599,1
BAT_00724,TiFe3O8,Li3TiFe3O8,Li4TiFe3O8,mp-758622,mp-1177243,0.010676950309126,1
BAT_00725,Ti(FeO3)2,Li2Ti(FeO3)2,Li3Ti(FeO3)2,mp-758964,mp-774498,0.006849672915888,1
BAT_00726,V2Fe3O10,Li3V2Fe3O10,Li5V2Fe3O10,mp-753077,mp-754679,0.015262621977994,1
BAT_00727,VFeO4,VFeO4,LiVFeO4,mp-18949,mp-756201,0.082161936701518,1
BAT_00728,V4FeO12,V4FeO12,Li3V4FeO12,mp-763248,mp-1568159,0.002510357114278,1
BAT_00729,VFeO4,LiVFeO4,Li2VFeO4,mp-775175,mp-881807,0.00285196983818,1
BAT_00730,VFe3O8,Li2VFe3O8,Li3VFe3O8,mp-1177782,mp-1177549,0.014195219578935,1
BAT_00731,VFeO4,VFeO4,LiVFeO4,mp-850978,mp-772649,0.05466547659434,1
BAT_00732,V3(FeO5)2,Li3V3(FeO5)2,Li5V3(FeO5)2,mp-753182,mp-755172,0.011291563057598,2
BAT_00733,V(FeO3)2,Li2V(FeO3)2,Li3V(FeO3)2,mp-759143,mp-756960,0.068046948336972,1
BAT_00735,V3(FeO6)2,Li3V3(FeO6)2,Li4V3(FeO6)2,mp-775234,mp-760208,0.020584391518455,1
BAT_00736,V3FeO8,V3FeO8,Li2V3FeO8,mp-771199,mp-756697,0.033405882610889,1
BAT_00737,V2FeO6,Li2V2FeO6,Li3V2FeO6,mp-758699,mp-757121,0.037472522803892,1
BAT_00738,VFe3O8,Li3VFe3O8,Li4VFe3O8,mp-757069,mp-760357,0.005089529462997,1
BAT_00739,VFeO4,LiVFeO4,Li2VFeO4,mp-1176543,mp-756969,0.004434126589106,1
BAT_00740,V3FeO8,Li3V3FeO8,Li4V3FeO8,mp-755957,mp-765701,0.002516302425313,1
BAT_00741,Fe3WO8,Li3Fe3WO8,Li4Fe3WO8,mp-1177706,mp-756528,0.009969904291175,1
BAT_00745,Fe(PS3)2,Fe(PS3)2,Li2Fe(PS3)2,mp-753614,mp-867714,0.000227532334123,1
BAT_00752,VGa3O8,Li2VGa3O8,Li4VGa3O8,mp-755571,mp-771646,0.037232371270258,1
BAT_00755,NiGe3O8,NiGe3O8,Li2NiGe3O8,mp-543103,mp-21650,0.069880734169379,1
BAT_00756,V2SiGeO10,Li2V2SiGeO10,Li4V2SiGeO10,mp-756174,mp-772830,0.008826807412251,1
BAT_00757,V2SiGeO10,Li2V2SiGeO10,Li4V2SiGeO10,mp-766106,mp-766048,0.000155252397364,1
BAT_00758,V(GeO3)2,V(GeO3)2,LiV(GeO3)2,mp-775220,mp-559680,0.005072336680854,1
BAT_00760,VGeO5,LiVGeO5,Li2VGeO5,mp-850438,mp-18809,0.006805001053,1
BAT_00763,MnPHO5,MnPHO5,Li2MnPHO5,mp-756230,mp-754995,0.229908032526151,2
BAT_00764,MnP2HO8,Li2MnP2HO8,Li3MnP2HO8,mp-779443,mp-759656,0.076033636401051,1
BAT_00766,MnPH2O5,MnPH2O5,LiMn2P2(H2O5)2,mp-23895,mp-1235619,0.053541497146895,1
BAT_00767,Mn2P4H3O16,Li2Mn2P4H3O16,Li4Mn2P4H3O16,mp-763324,mp-771909,0.081544846424895,1
